Speed,Voltage,Cas Latency / Timing,Capacity,DIMMs,Channel,Socket,Manufacturer,Processor,DDR,Certified Board (board rev / min BIOS),Date Added
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Gigabyte GA-P67A-UD4 (1 / F1),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Asus P8P67 Deluxe (1 / 0501),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i5-2500K,DDR3,Gigabyte GA-P67A-UD4 (1 / F1),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i5-2500K,DDR3,Asus P8P67 Deluxe (1 / 0501),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i7-2600K,DDR3,ASUS P8P67 DELUXE (1.0 / 0501),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i7-2600K,DDR3,GIGABYTE GA-P67A-UD4 (1.0 / F1),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Corsair,Core? i7-3770K,DDR3,GIGABYTE G1.Sniper3 (1.0 / F3),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,Corsair,Core? i7-3960X,DDR3,INTEL DX79SI (1.0 / 248),-
1600MHz,1.5,9-9-9-24,8GB,4,Quad,LGA 2011,Corsair,Core? i7-3960X,DDR3,ASUS Rampage IV Extreme (1.0 / 1005),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Gigabyte GA-P67A-UD4 (1 / F1),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Asus P8P67 Deluxe (1 / 0501),-
1600MHz,1.5,9-9-9-24,8GB,4,Dual,LGA 1155,Corsair,Core? i7-3770K,DDR3,GIGABYTE G1.Sniper3 (1.0 / F3),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i7-3770K,DDR3,ASUS P8Z77-V LK (1.0 / 0610),-
1600MHz,1.5,8-8-8-24,16GB,4,Dual,LGA 1155,Corsair,Core? i7-3770K,DDR3,GIGABYTE G1.Sniper3 (1.0 / F3),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,Corsair,Core? i7-3960X,DDR3,ASUS Rampage IV Extreme (1.0 / 405),-
1600MHz,1.5,8-8-8-24,6GB,3,Triple,LGA 1366,Corsair,Core? i7-990X,DDR3,ASUS P6T DELUXE V2 (1.0 / 1.003),-
1600MHz,1.5,8-8-8-24,6GB,3,Triple,LGA 1366,Corsair,Core? i7-990X,DDR3,GIGATYBE GA-X58A-UD3R (2.0 / FF),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Gigabyte GA-P67A-UD4 (1 / F1),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i5-2400K,DDR3,Asus P8P67 Deluxe (1 / 0501),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i5-2500K,DDR3,Gigabyte GA-P67A-UD4 (1 / F1),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i5-2500K,DDR3,Asus P8P67 Deluxe (1 / 0501),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i7-2600K,DDR3,ASUS P8P67 DELUXE (1.0 / 0501),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,Corsair,Core? i7-2600K,DDR3,GIGABYTE GA-P67A-UD4 (1.0 / F1),-
1600MHz,1.5,8-8-8-24,8GB,4,Dual,LGA 1155,Corsair,Core? i7-3770K,DDR3,GIGABYTE G1.Sniper3 (1.0 / F3),-
1600MHz,1.5,8-8-8-24,8GB,4,Quad,LGA 2011,Corsair,Core? i7-3960X,DDR3,ASUS Rampage IV Extreme (1.0 / 1005),-
1600MHz,1.5,10-10-10-27,32GB,4,Dual,LGA 1155,Corsair,Core? i7-3770K,DDR3,GIGABYTE G1.Sniper3 (1.0 / F3),-
1600MHz,1.5,10-10-10-27,32GB,4,Quad,LGA 2011,Corsair,Core? i7-3960X,DDR3,ASUS Rampage IV Extreme (1.0 / 1005),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,Crucial,Core? i7-3930K,DDR3,ASUS P9X79 DELUXE (1.0 / 0802),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,Crucial,Core? i7-3930K,DDR3,INTEL DX79SI (1.0 / SI0269B),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,Crucial,Core? i7-3930K,DDR3,MSI X79A-GD65 8D (1.0 / 1.3),-
1600MHz,1.5,8-8-8-24,16GB,2,Dual,LGA 1150,Crucial,Core? i5-4670K,DDR3,Gigabyte GA-Z87X-UD3H (1.0 / F1q),-
1600MHz,1.5,8-8-8-24,16GB,2,Dual,LGA 1150,Crucial,Core? i7-4770K,DDR3,Gigabyte GA-Z87X-UD3H (1.0 / F1q),-
1600MHz,1.6,7-8-7-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,MSI Z68A-GD80(B3) (3.0 / V17.1),-
1600MHz,1.6,7-8-7-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,ASUS P8P67 DELUXE (1.03 / 1502),-
1600MHz,1.6,7-8-7-24,12GB,3,Triple,LGA 1366,G.SKILL,Core? i7-990X,DDR3,ASUS Rampage ? Extreme (1.04G / 1.102),-
1600MHz,1.5,9-9-9-24,4GB,2,Dual,LGA 1155,G.Skill,Core? i5-2400K,DDR3,MSI Z68MA-ED55(B3) (2.1 / 10.3),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,MSI Z68A-GD80(B3) (3.0 / V17.1),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,ASUS Sabertooth P67 ( / 1204),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,GIGABYTE GA-P67A-UD5 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,G.Skill,Core? i5-2400K,DDR3,Asrock Z68 Extreme 4 (1.01 / L1.41A),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,ASUS P9X79 DELUXE (1.03 / 2104),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,GIGABYTE GA-X79-UD5 (1.0 / F13i),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,MSI X79A-GD65 (8D) (1.1 / 1.7),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,ASROCK X79 Extreme4 (1.03 / P2.00),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASRock X79 Extreme4 (1.02 / L0.78b),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,GIGATYBE GA-X79-UD5 (0.3 / D21),-
1600MHz,1.5,9-9-9-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 504),-
1600MHz,1.5,9-9-9-24,8GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASRock X79 Extreme4 (1.02 / L0.78b),-
1600MHz,1.5,9-9-9-24,8GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,GIGATYBE GA-X79-UD5 (0.3 / D21),-
1600MHz,1.5,9-9-9-24,8GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 504),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS MAXIMUS V GENE (1.01 / 1204),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE Z77X-UP5 TH (1.0 / F9),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77 MPOWER (4.1 / V17.0B16),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASROCK FATAL1TY Z77 PROFESSIONAL (1.04 / P1.30),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS MAXIMUS V GENE (1.01 / 1204),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE Z77X-UP5 TH (1.0 / F9),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77 MPOWER (4.1 / V17.0B16),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASROCK FATAL1TY Z77 PROFESSIONAL (1.04 / P1.30),-
1600MHz,1.5,8-8-8-24,8GB,2,Dual,LGA 1155,G.Skill,Core? i5-2400K,DDR3,Asus P8Z68-Vpro (1 / 501),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASRock X79 Extreme4 (1.02 / L0.78b),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,GIGATYBE GA-X79-UD5 (0.3 / D21),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 504),-
1600MHz,1.5,8-8-8-24,8GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASRock X79 Extreme4 (1.02 / L0.78b),-
1600MHz,1.5,8-8-8-24,8GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,GIGATYBE GA-X79-UD5 (0.3 / D21),-
1600MHz,1.5,8-8-8-24,8GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 504),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,ASUS P9X79 DELUXE (1.03 / 2104),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,GIGABYTE GA-X79-UD5 (1.0 / F13i),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,MSI X79A-GD65 (8D) (1.1 / 1.7),-
1600MHz,1.5,8-8-8-24,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,ASROCK X79 Extreme4 (1.03 / P2.00),-
1600MHz,1.5,7-8-7-24,4GB,2,Dual,LGA 1155,G.Skill,Core? i5-2400K,DDR3,MSI P67A-GD65(B3) (4 / 22.3),-
1600MHZ,1.5,10-10-10-30,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS MAXIMUS V GENE (1.01 / 1204),-
1600MHZ,1.5,10-10-10-30,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE Z77X-UP5 TH (1.0 / F9),-
1600MHZ,1.5,10-10-10-30,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77 MPOWER (4.1 / V17.0B16),-
1600MHZ,1.5,10-10-10-30,32GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASROCK FATAL1TY Z77 PROFESSIONAL (1.04 / P1.30),-
1600MHz,1.5,10-10-10-30,32GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,ASUS Rampage IV Extreme (1.02 / 1101),-
1600MHz,1.5,10-10-10-30,32GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,GIGABYTE G1.Assassin2 (1.0 / F11),-
1600MHz,1.5,10-10-10-30,32GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,MSI X79A-GD65 (8D) (1.1 / V1.7),-
1600MHz,1.5,10-10-10-30,32GB,4,Quad,LGA 2011,G.SKILL,Core? i7-3970X,DDR3,ASRock X79 Extreme4 (1.03 / P2.00),-
1600MHz,1.25,9-9-9-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,ASUS Sabertooth P67 ( / 1204),-
1600MHz,1.25,9-9-9-24,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-2600K,DDR3,GIGABYTE GA-P67A-UD7 (1.0 / F7),-
1600MHz,1.65,9-9-9-27,4GB,2,Dual,LGA 1155,Kingston,Core? i5-2400K,DDR3,MSI P67A-GD65 ( / ),-
1600MHz,1.65,9-9-9-27,4GB,2,Dual,LGA 1155,Kingston,Core? i5-2400K,DDR3,Intel DP67BG ( / ),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,MSI Z77A-GD65 (MS-7751) (2.1 / E7751IMS-V10.3B1),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 0904),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,GIGATYBE GA-Z77X-UD3H (10.0 / F4f),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4770k,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4770k,DDR3,INTEL DZ8KLT-75K (01 / KLZ8711D.86A.0315.2013.0411.2218),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4770k,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),-
1600MHz,1.65,9-9-9-27,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4770k,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),-
1600MHz,1.65,9-9-9-27,16GB,4,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,MSI X79A-GD45 (1.2 / E7735IMS V1.0B29),-
1600MHz,1.65,9-9-9-27,16GB,4,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,"INTEL DX79SI (0.1 / SIX7901J.86A.0269.
2011.1012.1103)",-
1600MHz,1.65,9-9-9-27,8GB,4,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,MSI X79A-GD45 (1.2 / E7735IM),-
1600MHz,1.65,9-9-9-27,8GB,4,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,"INTEL DX79SI (0.1 / SIX7901J.86A.0269.
2011.1012.1103)",-
1600MHz,1.65,9-9-9-27,32GB,8,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 0604 X64),-
1600MHz,1.65,9-9-9-27,12GB,3,Triple,LGA 1366,Kingston,Core? i7-990X,DDR3,ASUS Sabertooth X58 (1.02 / 0802),-
1600MHz,1.65,9-9-9-27,12GB,3,Triple,LGA 1366,Kingston,Core? i7-990X,DDR3,GIGATYBE G1 Assassin (1.0 / F1c),-
1600MHz,1.65,9-9-9-27,6GB,3,Triple,LGA 1366,Kingston,Core? i7-990X,DDR3,ASUS Sabertooth X58 (1.02 / 0802),-
1600MHz,1.65,9-9-9-27,6GB,3,Triple,LGA 1366,Kingston,Core? i7-990X,DDR3,GIGATYBE G1 Assassin (1.0 / F1c),-
1600MHz,1.65,8-8-8-24,8GB,4,Quad,LGA 2011,Kingston,Core? i7-3960X,DDR3,ASUS P9X79 DELUXE (1.03 / 0604 X64),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1155,Kingston,Core? i5-2400K,DDR3,MSI P67A-GD65 ( / ),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1155,Kingston,Core? i5-2400K,DDR3,Intel DP67BG ( / ),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,INTEL DP55KG (1.0 / 3878),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,ASUS P7P55D DELUXE (1.03G / 0801),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,INTEL DP55KG (1.0 / 4905),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,ASUS P7H55D-M EVO (1.03G / 0903),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,ASUS P7P55D Premium (1.03G / 1410),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,INTEL DP55KG (1.0 / 3878),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,ASUS P7H55M-D EVO (1.03G / 0806),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,GIGABYTE P55-UD5 (1.0 / F3),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-870,DDR3,ASUS P7P55D DELUXE/Premium (1.03G / 0801),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-875K,DDR3,INTEL DP55KG (1.0 / 3878),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-875K,DDR3,ASUS P7H55M-D EVO (1.03G / 0806),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-875K,DDR3,GIGABYTE P55-UD5 (1.0 / F3),-
1600MHz,1.65,8-8-8-24,4GB,2,Dual,LGA 1156,OCZ,Core? i7-875K,DDR3,ASUS P7P55D DELUXE/Premium (1.03G / 0801),-
1600MHz,1.65,8-8-8-24,6GB,3,Triple,LGA 1366,OCZ,Core? i7-980X,DDR3,GIGATYBE GA-EX58-UD5 (1.0 / F12),-
1600MHz,1.65,8-8-8-24,6GB,3,Triple,LGA 1366,OCZ,Core? i7-980X,DDR3,ASUS P6T DELUXE V2 (1.01G / 1.201),-
1600MHz,1.65,9-9-9-24,16GB,4,Quad,LGA 2011,Patriot,Core? i7-3960X,DDR3,MSI X79-GD65(8D) (E1 / 1.12),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,Intel DP55KG (-401 / 2448),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,Asus P7P55D (1.03G / V1.1133),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,Gigabyte P55-UD5 (1 / F3),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,MSI P55-GD80 (1.1 / O176),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,INTEL DP55KG (401 / 2488),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,ASUS P7P55D (1.03G / 1.1133),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,GIGABYTE GA-P55-UD5 (1.0 / F3),-
1600MHz,1.65,9-9-9-24,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,MSI P55-GD80 (1.1 / 0176),-
1600MHz,1.65,8-9-8-24,16GB,4,Quad,LGA 2011,Patriot,Core? i7-3960X,DDR3,INTEL DX79SI (1.0 / 248),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,Asus P7P55D (1.03G / V1.1133),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,Gigabyte P55-UD5 (1 / F3),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1156,Patriot,Core? i5-750K,DDR3,MSI P55-GD80 (1.1 / O176),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,ASUS P7P55D (1.03G / 1.1133),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,GIGABYTE GA-P55-UD5 (1.0 / F3),-
1600MHz,1.65,7-7-7-20,4GB,2,Dual,LGA 1156,Patriot,Core? i7-870,DDR3,MSI P55-GD80 (1.1 / 0176),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,16GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,32GB,4,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
1600MHz,1.5,9-9-9-24,4GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,4GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,4GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,4GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
1600MHz,1.5,9-9-9-24,8GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,8GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,8GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,8GB,1,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,8GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,MSI Z77A-GD55 (1.1 / V1.3),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77 WS (1.01 / 0703),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,GIGABYTE Z77X-DH3 (1.0 / F6),-
1600MHz,1.5,9-9-9-24,16GB,2,Dual,LGA 1155,Patriot,Core? i7-3770K,DDR3,ASUS P8Z77-V Pro (1.02 / 1015),-
